HIP,Vmag,Plx,e_Plx,B-V,SpType
85506,9.71,18.62,3.36,0.913,K5          
85507,7.34,0.98,1.07,1.851,M0III       
85508,8.55,7.8,1.2,0.389,A0          
85509,8.26,5.67,0.9,0.367,F2V         
85510,8.66,2.13,0.79,1.537,M3          
85511,8.89,15.05,1.07,0.62,G3V         
85512,8.52,8.92,1.39,0.831,G8IV        
85513,8.07,3.44,0.67,0.968,G5          
85514,9.01,2.91,1.58,0.198,A0          
85515,8.83,11.03,1.3,0.516,F8          
85516,9.68,1.69,1.38,0.33,F0V         
85517,8.27,4.11,1.03,1.156,G5          
85518,7.63,8.51,0.75,0.511,F5          
85519,9.5,4.71,1.69,0.545,F5          
85521,7.06,9.06,1.81,0.401,F3IV/V      
85520,5.93,3.63,0.78,1.113,G8II/III    
85522,8.2,6.72,0.76,0.678,G0          
85523,9.38,220.43,1.63,1.553,K5          
85524,7.6,11.12,0.99,0.373,F0V         
85525,8.95,3.79,1.26,0.098,A0          
85526,9.37,-0.42,2.73,1.219,K0/K1III    
85527,8.56,6.48,1.45,0.364,A2          
85528,8.41,2.42,1.13,1.613,M0III       
85529,8.95,5.24,1.23,0.43,F2V         
85530,6.64,2.09,0.54,-0.095,B2V         
85531,7.8,1.89,1.02,0.184,A0III       
85533,10.45,27.04,2.2,1.267,K7          
85532,8.11,12.1,0.97,0.542,F6V         
85534,7.06,3.51,0.9,0.185,A2          
85536,8.58,8.15,1.34,0.459,F2/F3V      
85535,10.92,4.46,1.53,0.834,G0          
85537,5.41,15.86,0.69,0.237,A8V         
85538,8.63,13.19,1.34,0.651,G1/G2V      
85539,7.78,2.57,0.67,1.515,K5          
85540,7.22,5.55,0.8,1.054,K1III       
85541,8.77,2.2,1.41,2.095,M0III       
85542,8.54,6.89,1.11,0.567,G           
85543,5.98,5.12,0.72,1.112,K0III       
85544,10.2,4.6,1.97,0.549,F5          
85545,7.08,8.1,1.08,0.5,F0          
85546,8.77,2.5,0.82,0.941,G5          
85547,8.13,2.43,0.93,-0.089,Ap...       
85548,8.39,17.25,2,0.597,G2V         
85549,6.3,2.15,1.02,-0.01,B5III       
85551,8.69,6.32,0.66,0.978,K0          
85552,9.24,7.24,1.39,0.63,G1V         
85554,7.88,3.53,0.65,1.348,K5          
85553,7.22,3.82,0.9,1.674,M2/M3III    
85555,9.57,4.23,1.5,0.445,F5          
85556,8.04,9.65,0.76,0.431,F2          
85557,8.81,2.36,1.18,1.076,G8/K0III    
85558,8.82,7.14,1.4,0.592,G0V         
85559,11.37,1.81,2.74,0.84,            
85560,7.53,1.39,0.6,1.56,K5          
85561,9.61,55.03,1.68,1.272,K5V         
85562,7.91,7.4,1.14,0.594,F5/F6V      
85563,8.99,6.46,1.24,0.411,F5IV        
85564,8.03,6.54,1,0.915,K0          
85565,10.09,2.23,1.56,0.237,A2          
85566,8.06,2.6,0.99,0.239,B9          
85567,8,11.27,1.2,0.669,G5          
85568,7.89,5.12,0.94,0.046,A0IV/V      
85569,6.99,0.2,0.95,-0.017,B2/B3II     
85570,7.72,4.98,0.94,0.105,A0          
85571,8.81,2.53,0.95,0.177,A0          
85572,7.84,5.7,0.78,0.125,A2          
85573,8.44,2.02,0.75,0.928,G5          
85574,8.17,1.27,1.23,0.057,Ap...       
85575,8.42,22.18,0.71,0.708,G0          
85576,7.62,9.1,1.8,0.4,F2          
85577,8.01,2.9,1.04,1.024,G8IIICN...  
85579,8.99,6.22,1.3,1.143,A3          
85578,7.97,1.37,1.12,1.262,K1III       
85580,8.47,6.47,1.68,0.135,A2          
85581,9.71,9.32,2.46,0.6,F6          
85582,8.99,42.4,3.76,1.143,K2          
85583,8.48,11.64,1.68,0.578,G1V         
85584,8.41,1.44,1.44,1.26,K0III       
85585,8.48,7.15,0.6,0.368,F5          
85586,8.05,3.46,1,1.158,K2III       
85587,9.52,0.44,1.63,0.728,A4:V+...    
85588,8.52,22.39,1.26,0.675,G5V         
85589,6.38,9.83,1.28,0.091,A1V         
85590,8.3,2.73,1.18,1.404,K5          
85591,9.33,0.12,1.41,0.157,Asp...      
85592,8.77,6.99,1.77,0.347,F5          
85594,9.35,2.36,0.9,1.108,G5          
85595,8.44,0.66,2.18,-0.4,B9V         
85596,7.17,8.71,1.02,1.081,K0          
85597,9.17,13.41,3.38,0.611,K0          
85598,6.74,12.49,0.77,0.374,Fm...       
85599,7.78,-0.52,1.21,1.132,G8III       
85600,7.56,2.63,1.09,1.566,K1II/III    
85601,8.44,2.38,1.05,0.06,A0          
85602,8.73,12.43,1.37,0.575,G5          
85603,7.81,6.88,0.91,0.388,F0          
85604,9.16,8.18,1.52,1.127,K0III       
85605,11.39,202.69,39.48,1.101,            
85606,8.15,2.32,1.09,0.06,B9          
85607,9.39,2.72,3.44,1.076,K0          
85608,9.79,2,1.64,1.866,M2          
85609,8.61,7.52,1.06,0.493,F5V         
85610,7.82,14.55,1.37,0.546,F5V         
85611,8.31,2.01,1.13,1.206,K0          
85612,8.6,2.93,0.68,0.156,A0          
85613,9.04,0.14,1.4,0.102,B3III       
85614,9.66,1.66,1.12,1.278,K5          
85616,8.59,3.25,1.36,1.111,K2          
85617,7.51,3.57,1.34,2.1,C           
85618,8.55,6.04,2.15,0.367,A0          
85619,10.47,1.51,1.23,0.502,F2          
85620,7.66,22.32,0.63,0.581,F9V         
85621,10.51,1.52,1.89,1.312,M0          
85622,6.36,13.88,1.18,0.93,K0III       
85623,9.77,2.56,0.81,1.087,K0          
85624,9.61,4.6,1.78,0.667,A2m...      
85625,8.77,2.81,1.2,1.139,K2          
85626,8.12,7.31,1.5,0.467,F5          
85627,8.53,-1.37,1.33,1.644,K0/K1III    
85628,7.53,0.07,1.06,-0.043,Ap...       
85629,8.38,9.97,1.38,0.46,F3V         
85630,8.51,7.44,1.52,0.501,F2          
85631,8.33,4.27,1.1,1.3,K0          
85632,7.68,13.11,1.05,0.564,G0V         
85633,8.48,11.23,1.12,0.438,F5IV/V      
85634,7.95,5.87,0.63,1.048,K0          
85635,8.41,5.19,1.73,0.084,B6II/III    
85636,8.52,3.92,1.03,0.551,G5          
85637,8.46,3.8,0.73,0.36,A2          
85638,8.58,4.42,1.25,1.131,K0          
85639,8.68,25.28,0.81,0.884,K0          
85640,8.91,3.35,1.25,0.635,F2          
85641,6.68,-0.39,1.01,0.078,B1/B2Ib/II  
85642,8.93,6.78,1.72,0.3,F8V         
85643,8.48,2.88,0.7,0.158,A5          
85644,9.15,-0.36,0.89,1.605,M2          
85645,8.41,3.47,0.77,0.29,A2          
85646,8.21,2.91,0.79,0.955,K0          
85647,9.58,61.98,1.81,1.46,M0          
85648,9.57,2.29,0.98,0.755,K0          
85649,8.91,1.55,1.23,1.089,K0          
85650,9.69,8.53,0.99,0.74,G5          
85651,7.95,1.93,0.91,1.323,K3III       
85652,8.19,3.65,1.31,0.221,A0IV        
85653,7.22,44.77,0.59,0.737,G5          
85654,8.38,3.82,0.96,1.008,G8III       
85655,7.67,5.8,1.02,0.811,K0          
85656,8.11,5.23,2.56,0.035,B9.5V       
85658,8.87,2.9,1.18,1.908,M...        
85657,7.33,3.3,0.6,1.251,K2          
85659,8.8,2.71,1.24,1.078,K0III       
85660,8.64,6.74,1.35,1.308,K0IV        
85661,6.72,11.52,0.84,0.319,F0          
85662,9.21,4.81,1.22,0.437,A0          
85663,8.73,7.81,1.44,0.574,F7V         
85664,7.09,3.95,0.96,1.011,K0          
85666,6.47,10.55,0.79,0.056,A1V         
85665,9.33,100.17,1.3,1.461,M1V...      
85667,5.31,60.8,1.42,0.715,G8IV-V      
85668,6.99,2.45,0.69,-0.091,B7/B8III    
85669,8.82,1.74,0.83,1.101,K0          
85670,2.79,9.02,0.49,0.954,G2II        
85671,7.57,3.18,0.81,0.951,K0          
85672,9.11,2.16,0.79,1.665,M2          
85673,7.5,3.41,0.92,0.443,F2/F3III    
85674,9.99,1.86,1.73,0.558,F2          
85675,8.14,20.34,1.75,0.756,G5          
85676,8.28,3.66,1.17,1.074,G8III: + A2V
85677,9.1,2.42,1.33,1.878,M0          
85678,7.86,2.29,0.69,1.556,K5          
85679,8.72,5.61,1.19,0.444,F0V         
85680,8.49,2.46,1.38,1.08,G8/K0III +F:
85681,8.55,11.2,1.82,0.489,F5V         
85682,6.94,12.43,0.83,0.393,F3/F5III/IV 
85683,6.91,19.61,0.96,0.505,F6IV        
85684,8.49,7.41,1.3,0.532,F6V         
85686,9.95,23.64,1.08,1.066,K0          
85685,8.48,-0.01,1.98,0.049,B5III       
85687,7.69,2.57,0.88,1.593,K5          
85688,6.43,3.29,0.6,0.51,F6III       
85689,9.03,3.92,1.44,0.591,F3V         
85690,8.62,5.53,1.18,0.694,F3V         
85691,10.05,4.22,1.81,0.446,A0IV/V      
85692,6.22,2.82,0.56,1.397,K2III       
85693,4.41,8.88,0.64,1.434,K3IIIvar    
85694,8.41,2.18,1.11,1.384,K2III       
85695,9.86,0.75,1,0.938,K0          
85696,2.7,6.29,0.81,-0.179,B2IV        
85697,8.96,8.27,2.32,0.45,F5V         
85698,8.71,4.87,1.31,0.421,F0III/IV    
85699,5.78,20.88,0.48,0.239,A2m         
85700,6.89,9.21,1.21,0.106,A0/A1V:     
85701,7.9,-0.45,1.16,0.894,F8/G0II     
85702,9.24,5.93,1.29,0.512,F8          
85703,7.39,10.46,0.96,0.375,F2IV        
85704,7.93,16.28,0.98,0.527,F8          
85705,9.34,3.41,1.73,0.612,G0          
85706,8,2.93,0.71,0.921,G5          
85707,7.14,14.17,0.87,0.328,F0          
85708,9.53,3.04,1.18,0.352,A3          
85709,9.72,3.99,0.97,0.305,A3          
85710,8.47,2,1.45,0.456,F0IV/V      
85711,9.34,1.84,1.04,1.212,K2          
85712,9.4,4.18,1.59,0.59,F3V         
85713,9.12,2.89,1.82,0.18,A3          
85714,8.25,3.39,0.88,1.601,M5III       
85715,5.63,8.65,0.56,0.96,G8III       
85716,9.17,1.1,1.37,1.603,M0          
85718,9.76,0.71,0.95,1.66,M2          
85717,8.79,5.81,0.74,0.309,F0          
85719,8.33,3.55,1.19,0.597,F6V         
85720,10.26,-1.57,1.72,0.216,B0V         
85721,8.41,9.07,1.44,0.526,F2          
85722,7.11,3.91,1.09,1.533,K0          
85723,8.08,7.11,1.29,0.764,G8III +A7/F0
85724,8.93,3.27,2.9,0.285,Asp...      
85725,8.2,3.07,1.14,1.315,K2III       
85726,8.07,15.44,1.21,0.541,G0          
85727,3.6,17.42,0.73,-0.104,B8V         
85728,9.13,3.35,1.25,0.066,B8/B9III    
85729,8.14,0.67,0.97,0.003,B1Iab:      
85730,7.75,6.23,1.11,1.024,K0          
85731,9.24,1.36,1.23,0.251,A0          
85732,8,2,0.87,1.215,K2III       
85733,8.19,4.55,1.02,0.324,F0          
85734,8.19,0.38,1.03,0.161,B0II        
85735,9.17,2.25,1,0.042,A0          
85736,8.12,2.51,0.67,0.966,K0          
85738,8.46,12.54,1.28,0.51,F6V         
85739,9.58,3.87,1.7,0.53,F2          
85740,8.98,4.25,1.24,0.361,A5          
85741,7.45,16.67,0.93,0.521,F5          
85742,7.26,4.46,0.64,0.958,K0          
85743,8.29,1.85,1.06,0.133,Ap...       
85744,6.77,5.85,0.82,1.556,K5          
85746,8.95,1.19,1.2,0.182,A0          
85745,7.14,11.34,1.63,0.538,F6V         
85747,7.93,14.74,1.09,0.556,G0/G1V      
85749,5.57,8.75,1.19,0.844,G8III       
85750,9.42,-1.63,1.48,1.927,R...        
85751,5.99,1.52,0.76,-0.045,B7II/III    
85752,8.09,0.43,1.05,0.037,B3II        
85753,7.87,3.26,0.93,0.834,G5III       
85755,4.78,7.65,0.87,0.016,A0V         
85757,8.15,13.31,1.27,0.663,G0          
85756,7.99,13.09,0.68,0.765,G5          
85759,7.22,9.62,0.59,0.138,A0          
85760,5.83,4.02,0.58,1.617,M3III       
85761,9.3,6.05,1.3,0.567,F5          
85762,7.85,1.03,0.64,1.087,K2          
85763,8.83,17.67,3.35,1.2,G8/K0V:     
85764,9.13,3.37,3.07,0.12,A1IV/V      
85765,8.23,5.1,2.15,0.397,F0V         
85766,7.18,5.71,0.87,1.319,K3III       
85768,9.96,6.56,1.73,0.629,G2/G3V      
85770,9.45,1.65,3.3,0.649,F5          
85769,7.76,4.41,0.62,1.075,K0          
85771,7.73,4.34,0.59,1.031,G5          
85772,7.57,5.45,0.66,1.101,K2          
85773,8.75,-0.11,1.13,1.619,K3/K4III:   
85774,10.04,19.38,2.49,0.93,K5          
85775,8.3,0.1,2.67,1.3,K0          
85776,10.65,4.66,1.87,0.765,F5          
85777,7.83,2.41,0.68,1.224,K2          
85779,8.59,1.65,1.09,1.116,G5          
85780,8.51,7.49,1.22,0.337,F0V         
85781,6.91,11.92,0.75,1.087,K0          
85782,7.19,4.65,1.88,0.06,B7/B8IV:    
85783,6.05,7.47,1.1,-0.065,B9II/III    
85784,8.65,2.95,1.3,1.564,K5          
85785,8.73,6.17,0.78,0.25,A2          
85786,6.43,8.13,0.93,1.191,K2III       
85787,8.46,7.47,1.27,0.955,K0IV        
85788,6.04,1.62,0.87,0.805,F8/G0Ib     
85789,7.99,6.18,0.94,0.208,A0          
85790,5.66,11.86,0.57,-0.001,A1V         
85791,7.92,0.82,0.98,0.982,G6III       
85792,2.84,13.46,0.95,-0.136,B2Vne       
85793,8.8,4.98,1.46,1.036,G8IV        
85794,11.11,3.33,8.47,0.255,            
85795,8.35,2.74,0.64,0.455,F2          
85797,9.55,9.34,1.63,0.56,G2/G3V      
85796,8.52,1.85,1.63,1.018,K0          
85798,8.77,3.95,1.29,1.056,K0          
85799,6.98,19.85,0.85,0.534,G0V         
85800,8.27,0.58,0.86,1.466,K5          
85801,8.54,1.66,1.12,0.236,B3II/III    
85802,9.4,6.33,1.55,0.55,F8V         
85803,8.23,0.65,1.06,0.044,B6V         
85804,9.06,6.04,3.19,0.592,F3V         
85806,6.75,4.66,1.07,1.112,K0          
85805,5.07,15.02,0.54,1.077,K0III       
85807,8.95,4.62,1.17,0.173,Ap...       
85808,8.69,3.08,0.92,0.966,K0          
85809,9.23,5.52,1.25,0.368,A1V         
85810,6.52,42.2,0.56,0.639,G5V         
85811,8.34,-0.13,1.14,0.09,A1II        
85812,7.41,1.6,1.34,-0.054,B8          
85813,9.21,0.94,1.27,0.173,A0          
85814,9.23,8.82,1.52,0.457,F5V         
85815,8.64,3.11,1.5,0.368,F0III/IV    
85816,7.95,0.17,1.09,0.784,B1/B2Iab    
85817,10.19,2.96,1.02,0.739,G5          
85818,9.05,8.59,6.3,0.41,B8/9V:  B7/9
85819,4.89,32.96,0.53,0.251,Am...       
85820,8.11,2.68,1.36,1.197,M4/5 + A2/3V
85821,8.3,7,1.24,0.142,A0          
85822,4.35,17.85,0.48,0.021,A1Vn        
85823,10.78,0.09,1.99,0.456,F0          
85824,7.3,3.87,0.64,1.374,K3III       
85825,8.08,11.4,0.66,0.415,F2          
85826,6.42,6.59,0.77,-0.013,B9.5V       
85827,9.09,1.38,1.56,0.003,B3III       
85828,7.95,1.03,0.63,1.576,K5          
85829,4.86,32.64,0.53,0.279,Am          
85830,8.76,1.95,1.22,1.166,K1III       
85831,11.15,11.31,4.96,1.09,K7          
85832,7.68,5.83,0.95,1.223,K2          
85833,7.86,6.39,1.03,0.235,A1/A2m...   
85834,8.73,2.78,1.42,1.551,K3/K4III    
85835,8.82,2.31,1.21,1.602,K4III       
85837,8.06,7.32,0.86,0.366,F2          
85836,8.62,8.52,2.49,0.62,G8:III:+... 
85838,7.02,3.01,0.81,1.52,K5III       
85839,6.16,9.55,0.89,0.36,F2IV        
85840,6.84,13.18,0.65,0.206,A7V         
85841,7.8,3.17,0.66,-0.066,B9          
85842,8.54,4.52,1.03,0.124,A2          
85843,8.99,3.63,1.17,0.195,F           
85844,7.95,3.99,0.64,1.025,K0          
85845,8.84,7.3,1.17,0.396,F5          
85846,7.97,16.81,0.73,0.581,G0          
85847,9.86,2.29,0.95,0.337,F0          
85848,9.44,10,2.13,0.644,F5V         
85849,8.58,2.47,1,0.101,A1V         
85850,10.21,21.35,1.35,0.956,M1          
85851,8.89,4.55,1.25,0.291,B5II/III    
85852,6.61,9.68,0.8,1.043,K0III       
85853,10.25,1.02,2.24,0.483,G0          
85854,8.06,0.62,1.02,1.41,K3III       
85855,8.94,4.29,1.17,0.607,G0          
85856,8.69,3.15,1.16,1.144,K1III       
85857,8.2,12.2,0.71,0.473,G5          
85858,7.51,9.78,0.9,0.893,G8IV        
85859,8.87,3.1,0.77,1.048,K0          
85860,9.52,4.4,1.61,0.987,G8/K0II+... 
85861,9.38,2.88,1.54,0.375,A0          
85862,10.08,3.91,1.22,0.601,F8          
85863,8.06,5.79,0.98,0.4,F2          
85864,8.19,7.05,1.2,0.906,K0III       
85865,8.95,4.48,1.14,0.426,F5          
85866,8.02,5.15,1.22,0.403,A9/F0III    
85867,7.79,9.35,0.89,0.444,F8          
85868,7.82,5.35,1.18,0.125,A0          
85869,7.59,3.44,0.93,1.548,K5          
85870,8.67,4.76,1.2,0.224,A2          
85871,7.25,6.54,1.01,0.121,A0V         
85873,8.8,3.12,1.37,1.528,M1          
85874,8.01,2,1.2,1.684,K5/M0III    
85875,6.81,7.03,1.12,1.022,K0III       
85876,8.48,2.59,1.33,0.32,A0          
85877,8.48,9.7,1.37,0.47,F3V         
85878,9.23,0.62,2.86,1.053,G5          
85879,9.7,3.86,1.13,0.456,F8          
85880,7.36,5.44,0.53,0.022,A0          
85881,7.22,-0.02,0.96,0.313,B3II        
85882,9.66,13.47,1.5,0.653,G5V         
85883,8.48,4.62,0.79,0.131,A2          
85884,10.05,5.92,1.83,0.753,G0          
85885,7.27,1.84,0.98,0.127,B2II        
85886,8.23,2.94,1.83,0.024,B9IV        
85887,11.3,23.87,1.66,1.8,            
85888,5.72,8.62,0.53,1.089,K1III:      
85889,5.84,3.32,0.85,0.041,B9Ib/II     
85890,10.06,8.56,2.25,0.55,G0          
85891,7.98,3.81,0.91,1.025,K0          
85892,7.01,2.86,0.9,1.472,K5          
85893,9.96,5.54,1.97,0.563,G0          
85894,7.6,3.37,0.95,1.073,K0          
85895,6.99,4.57,0.8,0.168,B7:Vnnpe    
85897,7.53,5.36,0.85,0.088,A1V         
85898,8.84,4.64,1.37,0.354,F0V         
85899,9.6,1.66,1.72,0.781,F2V         
85901,8.01,3.92,1.01,1.008,G5          
85902,7.07,3.28,1.23,0.033,B9III       
85903,8.77,5.05,1.18,0.274,A6II        
85905,7.87,1.97,1.06,1.648,M...        
85904,11.27,-0.68,1.19,1.194,M8          
85906,7.65,13.71,0.65,0.456,F2          
85907,7.88,3.96,1.09,1.129,K0III       
85908,9.24,9.62,1.4,0.503,G2/G3V      
85909,9.48,8.62,1.6,0.59,G2/G3V      
85910,8.7,2.82,1.17,1.085,K0III       
85911,8.65,14.58,1.25,0.573,G0          
85912,5.65,27.26,0.73,0.505,F6V         
85913,10.55,2.54,1.7,0.652,G0          
85914,9.76,4.63,1.51,0.423,A9V         
85915,10.03,6.72,1.56,0.545,G0          
85916,9.77,4.79,1.75,0.659,G5V         
85917,9.07,5.41,1.15,0.284,A0          
85918,7.75,6.05,0.96,0.511,F3V         
85919,7.35,2.08,1.05,-0.015,B5IV:       
85920,8.55,13.91,1.28,0.63,G3V         
85921,10.66,4.76,1.93,0.724,G0          
85922,5.61,20.66,0.77,0.187,A5V         
85923,6.15,4.32,0.52,0.602,A5V+...     
85924,7.62,13.19,0.85,0.372,F2          
85925,7.75,4.98,0.88,1.727,K4/K5III    
85926,8.81,4.02,0.83,0.998,K2          
85927,1.62,4.64,0.9,-0.231,B1.5IV+...  
85929,9.96,3.27,2.24,0.612,B5          
85928,10.13,3.61,2.01,1.16,G...        
85930,5.68,10.2,0.82,1.002,K0III:      
85931,9.19,3.04,1.92,0.8,G0V         
85932,8.16,4.44,0.68,0.388,F0          
85933,10.56,9.16,2.3,1.327,            
85934,6.36,4.53,0.82,1.595,M4IIIa      
85935,9.6,1.93,1.24,0.892,G5          
85937,7.76,1.24,1.01,-0.062,B5III       
85936,9,4.58,1.4,0.291,A0          
85938,7.84,3.96,0.71,1.285,K2          
85939,8.25,5.04,1.11,1.348,K0III       
85940,7.85,10.59,0.98,0.596,G0          
85941,8.79,1.2,1.48,1.183,K0          
85942,7.92,3.59,1.17,1.621,K5          
85943,9.26,6.41,1.33,0.459,F2V         
85944,8.5,10.09,1.22,0.656,G           
85945,8.15,4.86,0.89,1.1,K2III       
85946,9.43,1.8,2.59,1.304,K0          
85947,8.7,1.26,0.69,1.657,K5          
85948,7.45,3.46,0.87,1.628,M0III       
85949,8.03,12.8,0.89,0.465,F5          
85950,9.12,3.24,0.88,1.098,K           
85951,8.17,7.11,0.91,0.36,F5          
85952,7.91,7.81,1,0.418,F2V         
85953,8.23,5.44,0.95,0.636,G0IV        
85954,7.36,13.38,2,0.356,F0IV        
85955,8.19,3.36,0.65,1.104,K5          
85956,10.68,2.61,1.33,0.522,F0          
85957,7.66,0.01,0.96,-0.13,B2/B3II     
85958,9.52,5.96,0.97,0.562,F5          
85959,8.07,0.89,1.26,1.551,K2III       
85960,7.6,27.04,0.87,0.6,G2V         
85961,8.59,1.83,1.27,1.12,K0III       
85962,8.94,7.33,1.31,0.392,F2          
85963,7.4,13.4,0.99,0.447,F8          
85964,7.28,15.57,0.53,0.517,F5          
85965,8.67,3.9,1.24,0.503,F2V         
85966,8.38,4.69,1,0.425,F2III       
85967,7,1.2,0.93,-0.018,B9III       
85968,7.59,3.36,1.13,1.634,M3/M4III    
85969,7.09,24.56,0.81,0.667,G3/G5V      
85970,8.71,10.26,0.92,0.68,G2IV        
85971,8.88,3.64,1.32,0.016,B9IV        
85972,7.61,2.24,1.03,0.137,B7III       
85974,8.04,1.99,1.31,2.267,M1III       
85973,10.28,1.24,1.75,0.295,G5          
85975,6.32,6.93,0.93,0.953,G6/G8III    
85976,8.71,5.16,1.75,0.456,F5...       
85977,8.65,29.46,1.25,1.2,K0          
85978,7.71,4.14,0.84,1.547,M2III       
85979,6.52,6.4,0.93,0.95,G8III       
85980,7.14,3.07,0.93,0.015,B8IV        
85981,7.46,9.65,0.94,0.261,A5          
85982,7.71,3.54,0.96,1.089,K0          
85983,8.87,2.88,1.08,1.025,K0          
85984,8.62,5.38,1.54,0.942,G8/K0III    
85985,8.8,0.86,1.31,0.097,B1:V:nn     
85986,10.9,4.24,1.96,1.05,Gp          
85987,6.59,5.53,0.94,0.224,A8Vn        
85988,7.98,3.45,0.67,1.054,K2          
85989,8,13.79,1.13,0.482,F8          
85990,9.58,2.82,1.57,0.517,F0          
85991,8.28,1.57,1.14,1.177,K2/K3III    
85992,8.18,-0.37,0.69,1.542,M...        
85993,7.84,3.98,0.96,1.025,G8III       
85994,11.36,1.49,3.28,0.84,Gp          
85995,9.32,2.83,1.32,0.389,K0          
85996,7.8,5.68,0.84,0.009,A0          
85997,7.11,4.2,0.88,0.405,F0IV/V      
85998,5.8,9.54,0.76,0.04,A2V         
85999,9.15,12.38,1.4,0.52,F7/F8V      
86000,8.54,2.65,1.07,1.635,K7          
86001,8.96,9.52,1.34,0.56,G5/G6V:+... 
86002,9.28,3.02,1.36,0.426,A9/F0V      
86003,7.63,5.85,0.96,1.186,K0          
86004,8.98,1.47,1.24,1.241,K0III       
86005,8.74,0.14,1.42,1.65,K3III       
86006,8.75,1.76,1.42,0.916,G8III       
86007,8.94,1.65,1.18,1.557,M0          
86009,7.18,6.97,0.59,0.084,A0          
86008,7.26,5.08,0.59,1.274,K2          
86010,9.15,10.45,1.5,0.542,G0V         
86011,5.69,0.96,1.59,0.045,O5/6(e)     
86012,7.7,7.85,0.71,0.26,A9V         
86013,8.37,20.9,1.18,0.577,G0V         
86014,8.9,2.29,1.55,0.91,G3IV/V      
86015,7.73,4.31,0.7,0.226,A2          
86016,6.94,5.4,0.59,0.223,F0          
86017,8.36,5.61,1.15,1.222,K2          
86020,8.41,1.58,1.27,0.976,Fm...       
86019,5.54,8.65,0.78,0.013,B8Vn        
86021,8.76,4.17,1.41,1.185,G8III       
86022,7.88,12.9,1.13,0.448,F5          
86023,8.74,3.12,1.15,0.026,B9II/III    
86024,7.4,13.47,1.33,0.518,F8          
86025,8.05,1.11,1.21,0.138,B6/B7III    
86026,8.03,1.38,1.05,-0.062,B9Ib/II     
86027,8.16,4.37,0.9,0.26,A2          
86028,7.95,3.04,1.15,0.351,A0          
86029,7.72,5.16,0.92,-0.002,A0          
86030,9.19,8.41,2.35,0.51,F5/F6V      
86031,8.05,4.53,0.98,-0.004,B6IV        
86032,2.08,69.84,0.88,0.155,A5III       
86033,9.45,4.13,1.35,0.536,F6          
86034,8.8,3.36,0.79,0.286,A2          
86035,10.02,-1.41,1.89,0.103,B8          
86036,5.23,70.98,0.55,0.602,G0V         
86037,9.77,-0.93,1.23,1.022,K0          
86038,10.24,8.94,2.22,0.671,F8          
86039,8.27,3.66,1.12,0.64,G5          
86040,9.07,3.47,0.89,0.589,F8          
86041,7.27,8.38,0.91,0.091,A0          
86042,9.01,0.73,1.26,0.945,G8/K0III    
86043,7.02,4.96,1.11,0.21,A5IV        
86044,8.77,5.23,1.01,0.453,F5V         
86045,10.63,4.18,2.08,0.415,M9          
86046,9.41,1.99,2.43,0.182,B9          
86047,6.76,9.35,0.88,1.24,K3III       
86048,8.64,5.46,1.17,0.552,G2IV        
86049,6.87,9.88,0.86,0.04,A0V         
86050,8.72,7.97,1.17,0.401,F2          
86051,8.75,30.43,1.35,0.79,G8/K0V      
86052,8.45,2.43,1.24,1.3,K1III       
86053,7.05,5.3,0.59,1.31,K2          
86054,7.29,3.68,0.83,1.53,K4III       
86055,8.91,4.45,1.34,0.478,F2IV/V      
86056,8.84,9.27,1.24,0.523,F8          
86057,10.13,102.3,2.21,1.543,K5          
86058,9.05,3.21,0.82,0.312,A0          
86059,7.86,5.36,1.1,1.077,K0III       
86060,6.47,3.69,0.8,0.011,Ap Si       
86061,10.8,0.69,2,0.64,Gp          
86062,10.16,16.53,2.11,0.905,G5          
86063,10.02,15.88,1.74,0.83,G5          
86064,6.09,3.04,0.78,0.025,B9III       
86065,8.28,7,1.57,1.033,G5          
86066,8.66,0.79,0.77,1.275,K2          
86068,8.29,1.36,0.83,1.301,K2          
