logL,Mass[solMass],Vmag,logT,Absolute Mag,B-V,Predicted_SpT
1.5,2.1,13.62,3.877,1.81,0.51,A
1.52,2.26,13.63,3.784,1.82,0.81,F
1.5,2.1,13.63,3.869,1.82,0.53,F
1.57,2.65,13.64,3.717,1.83,1.14,G
1.51,2.11,13.64,3.914,1.83,0.42,A
1.6,2.85,13.65,3.698,1.84,1.24,G
1.48,2.07,13.68,3.885,1.87,0.49,A
1.55,2.58,13.68,3.721,1.87,1.12,G
1.52,2.4,13.68,3.746,1.87,0.99,G
1.48,2.08,13.68,3.905,1.87,0.44,A
1.55,2.58,13.68,3.721,1.87,1.12,G
1.55,2.6,13.7,3.717,1.89,1.14,G
1.55,2.64,13.73,3.712,1.92,1.17,G
1.52,2.5,13.74,3.725,1.93,1.1,G
1.49,2.35,13.75,3.746,1.94,0.99,G
1.49,2.35,13.75,3.746,1.94,0.99,G
1.54,2.62,13.75,3.712,1.94,1.17,G
1.49,2.38,13.77,3.738,1.96,1.03,G
1.43,2.02,13.78,3.858,1.97,0.56,F
1.44,2.1,13.81,3.798,2.0,0.75,F
1.5,2.53,13.82,3.715,2.01,1.15,G
1.48,2.37,13.82,3.735,2.01,1.05,G
1.5,2.5,13.83,3.717,2.02,1.14,G
1.48,2.45,13.86,3.721,2.05,1.12,G
1.55,2.76,13.86,3.68,2.05,1.33,K
1.47,2.37,13.87,3.729,2.06,1.08,G
1.48,2.47,13.88,3.717,2.07,1.14,G
1.48,2.47,13.88,3.717,2.07,1.14,G
1.43,2.24,13.9,3.747,2.09,0.98,G
1.5,2.64,13.9,3.698,2.09,1.24,G
1.46,2.41,13.91,3.721,2.1,1.12,G
1.38,1.98,13.92,3.831,2.11,0.64,F
1.39,2.05,13.93,3.791,2.12,0.78,F
1.38,1.95,13.93,3.873,2.12,0.52,A
1.37,1.97,13.96,3.909,2.15,0.43,A
1.43,2.34,13.98,3.723,2.17,1.11,G
1.36,1.94,13.99,3.896,2.18,0.46,A
1.43,2.38,14.0,3.717,2.19,1.14,G
1.35,1.93,14.0,3.837,2.19,0.62,F
1.42,2.3,14.0,3.727,2.19,1.09,G
1.42,2.31,14.0,3.725,2.19,1.1,G
1.34,1.91,14.01,3.877,2.2,0.51,A
1.48,2.63,14.03,3.68,2.22,1.33,K
1.33,1.9,14.03,3.85,2.22,0.58,F
1.33,1.9,14.03,3.858,2.22,0.56,F
1.44,2.53,14.05,3.698,2.24,1.24,G
1.42,2.43,14.06,3.708,2.25,1.19,G
1.44,2.6,14.08,3.69,2.27,1.28,G
1.4,2.36,14.08,3.713,2.27,1.16,G
1.34,2.03,14.09,3.766,2.28,0.89,F
1.32,1.93,14.09,3.803,2.28,0.73,F
1.31,1.89,14.09,3.888,2.28,0.48,A
1.41,2.44,14.09,3.704,2.28,1.21,G
1.34,2.1,14.13,3.747,2.32,0.98,G
1.31,2.05,14.13,3.914,2.32,0.42,A
1.31,1.95,14.13,3.914,2.32,0.42,A
1.31,1.93,14.13,3.914,2.32,0.42,A
1.36,2.2,14.13,3.729,2.32,1.08,G
1.3,1.88,14.14,3.819,2.33,0.68,F
1.29,1.86,14.15,3.877,2.34,0.51,A
1.29,1.87,14.15,3.888,2.34,0.48,A
1.31,2.06,14.15,3.927,2.34,0.39,A
1.28,1.86,14.16,3.881,2.35,0.5,A
1.3,1.91,14.16,3.793,2.35,0.77,F
1.28,1.85,14.16,3.834,2.35,0.63,F
1.43,2.53,14.16,3.682,2.35,1.32,G
1.28,1.85,14.16,3.841,2.35,0.61,F
1.38,2.39,14.16,3.704,2.35,1.21,G
1.38,2.36,14.17,3.706,2.36,1.2,G
1.28,1.84,14.18,3.873,2.37,0.52,A
1.35,2.18,14.18,3.727,2.37,1.09,G
1.27,1.83,14.19,3.862,2.38,0.55,F
1.35,2.24,14.2,3.717,2.39,1.14,G
1.27,1.84,14.21,3.825,2.4,0.66,F
1.32,2.11,14.22,3.734,2.41,1.05,G
1.26,1.82,14.24,3.828,2.43,0.65,F
1.25,1.82,14.25,3.881,2.44,0.5,A
1.32,2.14,14.25,3.727,2.44,1.09,G
1.25,1.98,14.26,3.905,2.45,0.44,A
1.25,1.88,14.26,3.905,2.45,0.44,A
1.25,1.86,14.26,3.905,2.45,0.44,A
1.26,1.85,14.26,3.8,2.45,0.74,F
1.25,1.98,14.26,3.905,2.45,0.44,A
1.25,1.88,14.26,3.905,2.45,0.44,A
1.25,1.86,14.26,3.905,2.45,0.44,A
1.33,2.28,14.27,3.708,2.46,1.19,G
1.27,1.95,14.28,3.76,2.47,0.92,F
1.36,2.45,14.29,3.688,2.48,1.29,G
1.31,2.17,14.29,3.719,2.48,1.13,G
1.23,1.78,14.3,3.841,2.49,0.61,F
1.23,1.8,14.3,3.822,2.49,0.67,F
1.23,1.95,14.3,3.888,2.49,0.48,A
1.23,1.95,14.3,3.888,2.49,0.48,A
1.23,1.82,14.3,3.888,2.49,0.48,A
1.31,2.19,14.3,3.715,2.49,1.15,G
1.21,1.77,14.33,3.862,2.52,0.55,F
1.22,1.95,14.34,3.909,2.53,0.43,A
1.32,2.34,14.34,3.696,2.53,1.25,G
1.21,1.77,14.35,3.869,2.54,0.53,F
1.24,1.89,14.35,3.764,2.54,0.9,F
1.22,1.95,14.36,3.914,2.55,0.42,A
1.2,1.75,14.37,3.854,2.56,0.57,F
1.2,1.77,14.37,3.873,2.56,0.52,A
1.2,1.92,14.37,3.892,2.56,0.47,A
1.2,1.86,14.37,3.892,2.56,0.47,A
1.2,1.8,14.37,3.892,2.56,0.47,A
1.2,1.92,14.37,3.885,2.56,0.49,A
1.2,1.91,14.37,3.885,2.56,0.49,A
1.2,1.79,14.37,3.885,2.56,0.49,A
1.2,1.77,14.38,3.877,2.57,0.51,A
1.2,1.92,14.38,3.896,2.57,0.46,A
1.2,1.83,14.38,3.896,2.57,0.46,A
1.2,1.81,14.38,3.896,2.57,0.46,A
1.2,1.77,14.38,3.877,2.57,0.51,A
1.29,2.19,14.38,3.71,2.57,1.18,G
1.21,1.82,14.4,3.777,2.59,0.84,F
1.23,1.91,14.4,3.751,2.59,0.96,G
1.22,1.89,14.41,3.755,2.6,0.94,F
1.18,1.74,14.43,3.822,2.62,0.67,F
1.2,1.79,14.43,3.784,2.62,0.81,F
1.18,1.75,14.44,3.806,2.63,0.72,F
1.17,1.73,14.44,3.831,2.63,0.64,F
1.19,1.79,14.44,3.784,2.63,0.81,F
1.18,1.75,14.45,3.8,2.64,0.74,F
1.19,1.94,14.47,3.932,2.66,0.38,A
1.16,1.88,14.48,3.888,2.67,0.48,A
1.16,1.79,14.48,3.888,2.67,0.48,A
1.16,1.76,14.48,3.888,2.67,0.48,A
1.15,1.7,14.49,3.837,2.68,0.62,F
1.14,1.72,14.52,3.869,2.71,0.53,F
1.13,1.7,14.53,3.858,2.72,0.56,F
1.14,1.86,14.53,3.888,2.72,0.48,A
1.14,1.75,14.53,3.888,2.72,0.48,A
1.14,1.75,14.53,3.888,2.72,0.48,A
1.14,1.85,14.53,3.881,2.72,0.5,A
1.14,1.8,14.53,3.881,2.72,0.5,A
1.14,1.73,14.53,3.881,2.72,0.5,A
1.23,2.11,14.53,3.708,2.72,1.19,G
1.15,1.9,14.54,3.923,2.73,0.4,A
1.13,1.86,14.55,3.9,2.74,0.45,A
1.15,1.89,14.55,3.923,2.74,0.4,A
1.15,1.91,14.55,3.932,2.74,0.38,A
1.16,1.84,14.57,3.747,2.76,0.98,G
1.11,1.69,14.58,3.865,2.77,0.54,F
1.12,1.7,14.58,3.869,2.77,0.53,F
1.13,1.71,14.59,3.784,2.78,0.81,F
1.13,1.72,14.6,3.777,2.79,0.84,F
1.11,1.67,14.61,3.809,2.8,0.71,F
1.13,1.71,14.61,3.782,2.8,0.82,F
1.16,1.98,14.62,3.963,2.81,0.32,A
1.1,1.65,14.63,3.828,2.82,0.65,F
1.1,1.82,14.64,3.9,2.83,0.45,A
1.09,1.81,14.64,3.877,2.83,0.51,A
1.09,1.73,14.64,3.877,2.83,0.51,A
1.09,1.7,14.64,3.877,2.83,0.51,A
1.12,1.72,14.66,3.764,2.85,0.9,F
1.09,1.65,14.67,3.809,2.86,0.71,F
1.08,1.81,14.67,3.9,2.86,0.45,A
1.12,1.93,14.67,3.95,2.86,0.34,A
1.08,1.63,14.68,3.822,2.87,0.67,F
1.14,1.98,14.68,3.969,2.87,0.31,A
1.07,1.64,14.68,3.85,2.87,0.58,F
1.13,1.82,14.69,3.738,2.88,1.02,G
1.09,1.85,14.71,3.927,2.9,0.39,A
1.07,1.79,14.71,3.885,2.9,0.49,A
1.07,1.64,14.72,3.795,2.91,0.76,F
1.08,1.65,14.72,3.786,2.91,0.8,F
1.08,1.67,14.73,3.77,2.92,0.87,F
1.12,1.83,14.74,3.731,2.93,1.06,G
1.04,1.62,14.75,3.854,2.94,0.57,F
1.04,1.76,14.77,3.885,2.96,0.49,A
1.04,1.6,14.78,3.831,2.97,0.64,F
1.04,1.59,14.78,3.822,2.97,0.67,F
1.03,1.75,14.81,3.885,3.0,0.49,A
1.02,1.58,14.82,3.834,3.01,0.63,F
1.03,1.6,14.83,3.789,3.02,0.79,F
1.01,1.57,14.85,3.831,3.04,0.64,F
1.01,1.73,14.85,3.881,3.04,0.5,A
1.02,1.58,14.86,3.8,3.05,0.74,F
0.99,1.72,14.9,3.885,3.09,0.49,A
0.98,1.56,14.92,3.837,3.11,0.62,F
0.98,1.55,14.92,3.828,3.11,0.65,F
1.0,1.58,14.94,3.768,3.13,0.88,G
0.98,1.74,14.94,3.909,3.13,0.43,A
0.98,1.72,14.94,3.896,3.13,0.46,A
1.0,1.57,14.95,3.77,3.14,0.87,G
0.97,1.73,14.96,3.905,3.15,0.44,A
0.97,1.73,14.96,3.905,3.15,0.44,A
0.96,1.55,14.97,3.841,3.16,0.61,F
0.96,1.68,14.97,3.858,3.16,0.56,F
0.96,1.59,14.97,3.858,3.16,0.56,F
0.96,1.57,14.97,3.858,3.16,0.56,F
0.96,1.68,14.97,3.858,3.16,0.56,F
0.96,1.59,14.97,3.858,3.16,0.56,F
0.96,1.57,14.97,3.858,3.16,0.56,F
0.97,1.75,14.97,3.914,3.16,0.42,A
0.95,1.68,14.99,3.873,3.18,0.52,A
0.99,1.57,15.0,3.755,3.19,0.94,G
0.96,1.52,15.01,3.791,3.2,0.78,F
0.95,1.51,15.02,3.816,3.21,0.69,F
0.95,1.51,15.03,3.798,3.22,0.75,F
0.94,1.69,15.04,3.9,3.23,0.45,A
0.96,1.53,15.05,3.77,3.24,0.87,F
0.93,1.51,15.06,3.834,3.25,0.63,F
0.92,1.5,15.07,3.825,3.26,0.66,F
0.92,1.5,15.07,3.825,3.26,0.66,F
0.92,1.64,15.07,3.865,3.26,0.54,A
0.92,1.64,15.08,3.869,3.27,0.53,A
0.92,1.5,15.08,3.825,3.27,0.66,F
0.91,1.64,15.08,3.862,3.27,0.55,A
0.91,1.65,15.09,3.881,3.28,0.5,A
0.92,1.68,15.09,3.9,3.28,0.45,A
0.91,1.65,15.09,3.877,3.28,0.51,A
0.91,1.5,15.1,3.831,3.29,0.64,F
0.9,1.64,15.11,3.873,3.3,0.52,A
0.9,1.64,15.11,3.873,3.3,0.52,A
0.9,1.62,15.11,3.854,3.3,0.57,F
0.92,1.49,15.13,3.78,3.32,0.83,F
0.9,1.48,15.13,3.825,3.32,0.66,F
0.9,1.47,15.14,3.813,3.33,0.7,F
0.9,1.7,15.15,3.914,3.34,0.42,A
0.89,1.61,15.15,3.862,3.34,0.55,A
0.89,1.61,15.15,3.837,3.34,0.62,F
0.89,1.58,15.15,3.837,3.34,0.62,F
0.89,1.49,15.15,3.837,3.34,0.62,F
0.89,1.65,15.16,3.892,3.35,0.47,A
0.91,1.48,15.16,3.78,3.35,0.83,F
0.92,1.8,15.18,3.956,3.37,0.33,A
0.87,1.6,15.18,3.854,3.37,0.57,F
0.87,1.6,15.18,3.844,3.37,0.6,F
0.87,1.52,15.18,3.844,3.37,0.6,F
0.87,1.5,15.18,3.844,3.37,0.6,F
0.89,1.45,15.18,3.806,3.37,0.72,F
0.87,1.6,15.19,3.862,3.38,0.55,A
0.87,1.61,15.2,3.877,3.39,0.51,A
0.88,1.44,15.21,3.798,3.4,0.75,F
0.92,1.54,15.21,3.739,3.4,1.01,G
0.88,1.45,15.22,3.786,3.41,0.8,F
0.89,1.46,15.23,3.761,3.42,0.91,G
0.85,1.61,15.24,3.881,3.43,0.5,A
0.86,1.64,15.24,3.896,3.43,0.46,A
0.85,1.57,15.25,3.834,3.44,0.63,F
0.85,1.52,15.25,3.834,3.44,0.63,F
0.85,1.46,15.25,3.834,3.44,0.63,F
0.84,1.59,15.28,3.877,3.47,0.51,A
0.86,1.42,15.29,3.78,3.48,0.83,F
0.84,1.62,15.29,3.896,3.48,0.46,A
0.82,1.58,15.31,3.873,3.5,0.52,A
0.83,1.4,15.33,3.791,3.52,0.78,F
0.82,1.58,15.33,3.877,3.52,0.51,A
0.81,1.58,15.34,3.881,3.53,0.5,A
0.84,1.41,15.35,3.773,3.54,0.86,F
0.8,1.54,15.36,3.858,3.55,0.56,F
0.8,1.54,15.37,3.85,3.56,0.58,F
0.8,1.54,15.37,3.854,3.56,0.57,F
0.81,1.64,15.38,3.914,3.57,0.42,A
0.79,1.54,15.39,3.865,3.58,0.54,F
0.79,1.53,15.39,3.854,3.58,0.57,F
0.79,1.54,15.4,3.865,3.59,0.54,F
0.78,1.56,15.41,3.877,3.6,0.51,A
0.78,1.54,15.42,3.869,3.61,0.53,F
0.77,1.55,15.44,3.877,3.63,0.51,A
0.76,1.51,15.46,3.85,3.65,0.58,F
0.76,1.55,15.46,3.881,3.65,0.5,A
0.77,1.35,15.48,3.789,3.67,0.79,F
0.75,1.49,15.5,3.831,3.69,0.64,F
0.8,1.39,15.5,3.741,3.69,1.0,G
0.76,1.35,15.5,3.806,3.69,0.72,F
0.75,1.35,15.51,3.809,3.7,0.71,F
0.74,1.55,15.52,3.885,3.71,0.49,A
0.74,1.49,15.52,3.854,3.71,0.57,F
0.75,1.33,15.55,3.782,3.74,0.82,F
0.73,1.5,15.55,3.862,3.74,0.55,F
0.73,1.51,15.55,3.869,3.74,0.53,F
0.72,1.48,15.56,3.85,3.75,0.58,F
0.75,1.33,15.57,3.761,3.76,0.91,G
0.75,1.33,15.58,3.768,3.77,0.88,G
0.75,1.33,15.58,3.759,3.77,0.92,G
0.75,1.33,15.58,3.768,3.77,0.88,G
0.72,1.54,15.58,3.888,3.77,0.48,A
0.71,1.5,15.59,3.869,3.78,0.53,F
0.71,1.54,15.59,3.888,3.78,0.48,A
0.73,1.31,15.59,3.782,3.78,0.82,F
0.74,1.32,15.6,3.77,3.79,0.87,G
0.71,1.46,15.6,3.844,3.79,0.6,F
0.71,1.53,15.6,3.885,3.79,0.49,A
0.7,1.45,15.61,3.837,3.8,0.62,F
0.7,1.47,15.61,3.854,3.8,0.57,F
0.7,1.46,15.62,3.847,3.81,0.59,F
0.7,1.47,15.62,3.858,3.81,0.56,F
0.71,1.44,15.62,3.813,3.81,0.7,F
0.71,1.4,15.62,3.813,3.81,0.7,F
0.71,1.33,15.62,3.813,3.81,0.7,F
0.72,1.3,15.62,3.786,3.81,0.8,F
0.71,1.3,15.63,3.791,3.82,0.78,F
0.71,1.3,15.63,3.791,3.82,0.78,F
0.69,1.45,15.63,3.844,3.82,0.6,F
0.7,1.44,15.63,3.825,3.82,0.66,F
0.7,1.43,15.64,3.809,3.83,0.71,F
0.7,1.4,15.64,3.809,3.83,0.71,F
0.7,1.32,15.64,3.809,3.83,0.71,F
0.7,1.31,15.65,3.803,3.84,0.73,F
0.7,1.56,15.65,3.905,3.84,0.44,A
0.71,1.3,15.65,3.784,3.84,0.81,F
0.72,1.63,15.65,3.936,3.84,0.37,A
0.69,1.43,15.66,3.819,3.85,0.68,F
0.69,1.35,15.66,3.819,3.85,0.68,F
0.69,1.33,15.66,3.819,3.85,0.68,F
0.68,1.5,15.66,3.877,3.85,0.51,A
0.71,1.29,15.66,3.777,3.85,0.84,F
0.68,1.5,15.66,3.877,3.85,0.51,A
0.68,1.45,15.66,3.854,3.85,0.57,F
0.69,1.43,15.66,3.822,3.85,0.67,F
0.68,1.44,15.67,3.847,3.86,0.59,F
0.68,1.48,15.67,3.865,3.86,0.54,F
0.69,1.41,15.68,3.806,3.87,0.72,F
0.69,1.39,15.68,3.806,3.87,0.72,F
0.69,1.3,15.68,3.806,3.87,0.72,F
0.74,1.33,15.68,3.734,3.87,1.03,G
0.67,1.5,15.69,3.881,3.88,0.5,A
0.67,1.49,15.69,3.873,3.88,0.52,A
0.67,1.43,15.69,3.834,3.88,0.63,F
0.73,1.31,15.69,3.739,3.88,1.01,G
0.69,1.28,15.7,3.791,3.89,0.78,F
0.67,1.4,15.71,3.806,3.9,0.72,F
0.67,1.38,15.71,3.806,3.9,0.72,F
0.67,1.3,15.71,3.806,3.9,0.72,F
0.67,1.42,15.71,3.828,3.9,0.65,F
0.66,1.43,15.71,3.841,3.9,0.61,F
0.66,1.5,15.72,3.885,3.91,0.49,A
0.65,1.42,15.73,3.844,3.92,0.6,F
0.66,1.4,15.73,3.816,3.92,0.69,F
0.66,1.32,15.73,3.816,3.92,0.69,F
0.66,1.31,15.73,3.816,3.92,0.69,F
0.66,1.4,15.73,3.816,3.92,0.69,F
0.66,1.32,15.73,3.816,3.92,0.69,F
0.66,1.31,15.73,3.816,3.92,0.69,F
0.66,1.39,15.74,3.803,3.93,0.73,F
0.66,1.37,15.74,3.803,3.93,0.73,F
0.66,1.28,15.74,3.803,3.93,0.73,F
0.66,1.55,15.74,3.909,3.93,0.43,A
0.65,1.45,15.74,3.862,3.93,0.55,F
0.65,1.49,15.75,3.881,3.94,0.5,A
0.65,1.42,15.75,3.847,3.94,0.59,F
0.64,1.42,15.76,3.847,3.95,0.59,F
0.64,1.47,15.76,3.873,3.95,0.52,A
0.66,1.27,15.77,3.793,3.96,0.77,F
0.64,1.41,15.77,3.841,3.96,0.61,F
0.63,1.42,15.78,3.85,3.97,0.58,F
0.64,1.46,15.78,3.869,3.97,0.53,F
0.63,1.44,15.79,3.862,3.98,0.55,F
0.63,1.45,15.79,3.865,3.98,0.54,F
0.63,1.45,15.79,3.865,3.98,0.54,F
0.66,1.26,15.8,3.759,3.99,0.92,G
0.63,1.46,15.8,3.869,3.99,0.53,F
0.62,1.41,15.81,3.847,4.0,0.59,F
0.62,1.44,15.81,3.862,4.0,0.55,F
0.64,1.25,15.81,3.789,4.0,0.79,F
0.62,1.48,15.81,3.881,4.0,0.5,A
0.65,1.25,15.82,3.768,4.01,0.88,G
0.65,1.25,15.82,3.766,4.01,0.89,G
0.61,1.42,15.83,3.854,4.02,0.57,F
0.63,1.24,15.84,3.784,4.03,0.81,F
0.6,1.45,15.86,3.873,4.05,0.52,A
0.64,1.24,15.86,3.752,4.05,0.95,G
0.62,1.24,15.86,3.784,4.05,0.81,F
0.64,1.24,15.86,3.761,4.05,0.91,G
0.6,1.46,15.86,3.877,4.05,0.51,A
0.63,1.23,15.87,3.761,4.06,0.91,G
0.6,1.43,15.87,3.862,4.06,0.55,F
0.6,1.38,15.87,3.837,4.06,0.62,F
0.62,1.24,15.87,3.791,4.06,0.78,F
0.62,1.23,15.87,3.78,4.06,0.83,F
0.6,1.37,15.88,3.834,4.07,0.63,F
0.6,1.36,15.88,3.822,4.07,0.67,F
0.63,1.23,15.89,3.761,4.08,0.91,G
0.62,1.22,15.89,3.768,4.08,0.88,G
0.59,1.37,15.9,3.831,4.09,0.64,F
0.59,1.36,15.9,3.828,4.09,0.65,F
0.6,1.34,15.9,3.806,4.09,0.72,F
0.6,1.27,15.9,3.806,4.09,0.72,F
0.6,1.26,15.9,3.806,4.09,0.72,F
0.58,1.37,15.91,3.834,4.1,0.63,F
0.59,1.32,15.93,3.795,4.12,0.76,F
0.59,1.3,15.93,3.795,4.12,0.76,F
0.59,1.23,15.93,3.795,4.12,0.76,F
0.59,1.33,15.93,3.806,4.12,0.72,F
0.59,1.26,15.93,3.806,4.12,0.72,F
0.59,1.25,15.93,3.806,4.12,0.72,F
0.58,1.35,15.93,3.825,4.12,0.66,F
0.6,1.21,15.93,3.775,4.12,0.85,F
0.6,1.21,15.95,3.759,4.14,0.92,G
0.57,1.35,15.95,3.828,4.14,0.65,F
0.57,1.34,15.96,3.822,4.15,0.67,F
0.6,1.2,15.97,3.75,4.16,0.96,G
0.57,1.3,15.98,3.793,4.17,0.77,F
0.57,1.28,15.98,3.793,4.17,0.77,F
0.57,1.21,15.98,3.793,4.17,0.77,F
0.58,1.19,15.99,3.775,4.18,0.85,F
0.56,1.33,15.99,3.822,4.18,0.67,F
0.56,1.31,15.99,3.8,4.18,0.74,F
0.56,1.25,15.99,3.8,4.18,0.74,F
0.56,1.23,15.99,3.8,4.18,0.74,F
0.54,1.38,16.02,3.854,4.21,0.57,F
0.55,1.32,16.02,3.822,4.21,0.67,F
0.55,1.31,16.02,3.809,4.21,0.71,F
0.55,1.28,16.03,3.791,4.22,0.78,F
0.55,1.26,16.03,3.791,4.22,0.78,F
0.55,1.2,16.03,3.791,4.22,0.78,F
0.58,1.19,16.03,3.745,4.22,0.98,G
0.55,1.19,16.04,3.784,4.23,0.81,F
0.54,1.3,16.04,3.803,4.23,0.73,F
0.55,1.28,16.04,3.789,4.23,0.79,F
0.55,1.27,16.04,3.789,4.23,0.79,F
0.55,1.19,16.04,3.789,4.23,0.79,F
0.55,1.28,16.04,3.789,4.23,0.79,F
0.55,1.27,16.04,3.789,4.23,0.79,F
0.55,1.19,16.04,3.789,4.23,0.79,F
0.52,1.37,16.05,3.85,4.24,0.58,F
0.53,1.43,16.05,3.881,4.24,0.5,A
0.54,1.3,16.05,3.809,4.24,0.71,F
0.55,1.18,16.05,3.78,4.24,0.83,F
0.53,1.32,16.06,3.825,4.25,0.66,F
0.53,1.3,16.06,3.813,4.25,0.7,F
0.59,1.19,16.06,3.732,4.25,1.04,G
0.52,1.36,16.07,3.85,4.26,0.58,F
0.52,1.3,16.09,3.819,4.28,0.68,F
0.56,1.17,16.1,3.743,4.29,0.99,G
0.5,1.33,16.11,3.837,4.3,0.62,F
0.52,1.26,16.11,3.789,4.3,0.79,F
0.52,1.23,16.11,3.789,4.3,0.79,F
0.52,1.18,16.11,3.789,4.3,0.79,F
0.51,1.3,16.12,3.819,4.31,0.68,F
0.54,1.16,16.12,3.75,4.31,0.96,G
0.5,1.34,16.12,3.844,4.31,0.6,F
0.51,1.28,16.12,3.803,4.31,0.73,F
0.5,1.32,16.12,3.834,4.31,0.63,F
0.5,1.29,16.13,3.819,4.32,0.68,F
0.5,1.27,16.14,3.806,4.33,0.72,F
0.5,1.29,16.14,3.819,4.33,0.68,F
0.5,1.28,16.14,3.809,4.33,0.71,F
0.49,1.38,16.15,3.865,4.34,0.54,F
0.49,1.32,16.15,3.834,4.34,0.63,F
0.49,1.32,16.15,3.834,4.34,0.63,F
0.51,1.15,16.16,3.773,4.35,0.86,G
0.52,1.15,16.16,3.759,4.35,0.92,G
0.49,1.29,16.17,3.819,4.36,0.68,F
0.48,1.33,16.17,3.844,4.36,0.6,F
0.48,1.3,16.17,3.828,4.36,0.65,F
0.52,1.14,16.18,3.748,4.37,0.97,G
0.51,1.14,16.18,3.759,4.37,0.92,G
0.51,1.14,16.18,3.759,4.37,0.92,G
0.47,1.34,16.18,3.85,4.37,0.58,F
0.51,1.14,16.19,3.75,4.38,0.96,G
0.48,1.29,16.19,3.822,4.38,0.67,F
0.47,1.31,16.19,3.834,4.38,0.63,F
0.47,1.37,16.2,3.865,4.39,0.54,F
0.48,1.24,16.2,3.793,4.39,0.77,F
0.48,1.18,16.2,3.793,4.39,0.77,F
0.48,1.17,16.2,3.793,4.39,0.77,F
0.47,1.41,16.2,3.885,4.39,0.49,A
0.51,1.14,16.2,3.752,4.39,0.95,G
0.46,1.36,16.21,3.862,4.4,0.55,F
0.49,1.14,16.21,3.777,4.4,0.84,F
0.46,1.3,16.22,3.831,4.41,0.64,F
0.47,1.23,16.23,3.789,4.42,0.79,F
0.47,1.18,16.23,3.789,4.42,0.79,F
0.47,1.16,16.23,3.789,4.42,0.79,F
0.47,1.24,16.23,3.795,4.42,0.76,F
0.48,1.14,16.23,3.777,4.42,0.84,F
0.45,1.31,16.24,3.841,4.43,0.61,F
0.48,1.13,16.24,3.768,4.43,0.88,G
0.48,1.14,16.24,3.777,4.43,0.84,F
0.45,1.31,16.24,3.841,4.43,0.61,F
0.47,1.24,16.24,3.795,4.43,0.76,F
0.46,1.26,16.24,3.809,4.43,0.71,F
0.46,1.24,16.25,3.803,4.44,0.73,F
0.45,1.26,16.25,3.816,4.44,0.69,F
0.45,1.34,16.25,3.858,4.44,0.56,F
0.5,1.13,16.25,3.739,4.44,1.01,G
0.45,1.29,16.25,3.828,4.44,0.65,F
0.47,1.21,16.25,3.782,4.44,0.82,F
0.47,1.19,16.25,3.782,4.44,0.82,F
0.47,1.14,16.25,3.782,4.44,0.82,F
0.52,1.14,16.25,3.727,4.44,1.06,G
0.44,1.34,16.26,3.854,4.45,0.57,F
0.46,1.23,16.26,3.793,4.45,0.77,F
0.46,1.23,16.26,3.795,4.45,0.76,F
0.47,1.13,16.26,3.775,4.45,0.85,F
0.46,1.23,16.26,3.793,4.45,0.77,F
0.45,1.25,16.27,3.813,4.46,0.7,F
0.44,1.28,16.27,3.825,4.46,0.66,F
0.52,1.14,16.27,3.72,4.46,1.09,K
0.45,1.22,16.28,3.793,4.47,0.77,F
0.46,1.2,16.28,3.78,4.47,0.83,F
0.46,1.18,16.28,3.78,4.47,0.83,F
0.46,1.13,16.28,3.78,4.47,0.83,F
0.45,1.22,16.28,3.793,4.47,0.77,F
0.44,1.27,16.29,3.822,4.48,0.67,F
0.43,1.26,16.3,3.822,4.49,0.67,F
0.43,1.29,16.3,3.834,4.49,0.63,F
0.43,1.26,16.3,3.822,4.49,0.67,F
0.46,1.12,16.3,3.773,4.49,0.86,G
0.43,1.26,16.3,3.819,4.49,0.68,F
0.42,1.32,16.31,3.85,4.5,0.58,F
0.45,1.11,16.31,3.77,4.5,0.87,G
0.46,1.11,16.31,3.764,4.5,0.9,G
0.46,1.1,16.31,3.755,4.5,0.94,G
0.43,1.22,16.32,3.795,4.51,0.76,F
0.44,1.21,16.32,3.789,4.51,0.79,F
0.43,1.25,16.32,3.816,4.51,0.69,F
0.46,1.1,16.32,3.757,4.51,0.93,G
0.43,1.22,16.32,3.795,4.51,0.76,F
0.45,1.11,16.32,3.764,4.51,0.9,G
0.44,1.19,16.33,3.78,4.52,0.83,F
0.44,1.16,16.33,3.78,4.52,0.83,F
0.44,1.12,16.33,3.78,4.52,0.83,F
0.43,1.2,16.33,3.789,4.52,0.79,F
0.43,1.21,16.33,3.795,4.52,0.76,F
0.41,1.3,16.33,3.844,4.52,0.6,F
0.43,1.21,16.33,3.791,4.52,0.78,F
0.41,1.31,16.33,3.847,4.52,0.59,F
0.43,1.19,16.34,3.782,4.53,0.82,F
0.43,1.15,16.34,3.782,4.53,0.82,F
0.43,1.13,16.34,3.782,4.53,0.82,F
0.43,1.21,16.34,3.791,4.53,0.78,F
0.44,1.11,16.34,3.768,4.53,0.88,G
0.45,1.1,16.34,3.761,4.53,0.91,G
0.43,1.2,16.34,3.789,4.53,0.79,F
0.44,1.1,16.35,3.766,4.54,0.89,G
0.44,1.1,16.35,3.768,4.54,0.88,G
0.43,1.19,16.35,3.782,4.54,0.82,F
0.43,1.14,16.35,3.782,4.54,0.82,F
0.43,1.12,16.35,3.782,4.54,0.82,F
0.43,1.18,16.35,3.777,4.54,0.84,F
0.43,1.16,16.35,3.777,4.54,0.84,F
