Mass[solMass],logT,Absolute Mag,B-V
1.54,3.865,3.59,0.54
1.56,3.877,3.6,0.51
1.54,3.869,3.61,0.53
1.55,3.877,3.63,0.51
1.51,3.85,3.65,0.58
1.55,3.881,3.65,0.5
1.35,3.789,3.67,0.79
1.49,3.831,3.69,0.64
1.39,3.741,3.69,1.0
1.35,3.806,3.69,0.72
1.35,3.809,3.7,0.71
1.55,3.885,3.71,0.49
1.49,3.854,3.71,0.57
1.33,3.782,3.74,0.82
1.5,3.862,3.74,0.55
1.51,3.869,3.74,0.53
1.48,3.85,3.75,0.58
1.33,3.761,3.76,0.91
1.33,3.768,3.77,0.88
1.33,3.759,3.77,0.92
1.33,3.768,3.77,0.88
1.54,3.888,3.77,0.48
1.5,3.869,3.78,0.53
1.54,3.888,3.78,0.48
1.31,3.782,3.78,0.82
1.32,3.77,3.79,0.87
1.46,3.844,3.79,0.6
1.53,3.885,3.79,0.49
1.45,3.837,3.8,0.62
1.47,3.854,3.8,0.57
1.46,3.847,3.81,0.59
1.47,3.858,3.81,0.56
1.44,3.813,3.81,0.7
1.4,3.813,3.81,0.7
1.33,3.813,3.81,0.7
1.3,3.786,3.81,0.8
1.3,3.791,3.82,0.78
1.3,3.791,3.82,0.78
1.45,3.844,3.82,0.6
1.44,3.825,3.82,0.66
1.43,3.809,3.83,0.71
1.4,3.809,3.83,0.71
1.32,3.809,3.83,0.71
1.31,3.803,3.84,0.73
1.56,3.905,3.84,0.44
1.3,3.784,3.84,0.81
1.63,3.936,3.84,0.37
1.43,3.819,3.85,0.68
1.35,3.819,3.85,0.68
1.33,3.819,3.85,0.68
1.5,3.877,3.85,0.51
1.29,3.777,3.85,0.84
1.5,3.877,3.85,0.51
1.45,3.854,3.85,0.57
1.43,3.822,3.85,0.67
1.44,3.847,3.86,0.59
1.48,3.865,3.86,0.54
1.41,3.806,3.87,0.72
1.39,3.806,3.87,0.72
1.3,3.806,3.87,0.72
1.33,3.734,3.87,1.03
1.5,3.881,3.88,0.5
1.49,3.873,3.88,0.52
1.43,3.834,3.88,0.63
1.31,3.739,3.88,1.01
1.28,3.791,3.89,0.78
1.4,3.806,3.9,0.72
1.38,3.806,3.9,0.72
1.3,3.806,3.9,0.72
1.42,3.828,3.9,0.65
1.43,3.841,3.9,0.61
1.5,3.885,3.91,0.49
1.42,3.844,3.92,0.6
1.4,3.816,3.92,0.69
1.32,3.816,3.92,0.69
1.31,3.816,3.92,0.69
1.4,3.816,3.92,0.69
1.32,3.816,3.92,0.69
1.31,3.816,3.92,0.69
1.39,3.803,3.93,0.73
1.37,3.803,3.93,0.73
1.28,3.803,3.93,0.73
1.55,3.909,3.93,0.43
1.45,3.862,3.93,0.55
1.49,3.881,3.94,0.5
1.42,3.847,3.94,0.59
1.42,3.847,3.95,0.59
1.47,3.873,3.95,0.52
1.27,3.793,3.96,0.77
1.41,3.841,3.96,0.61
1.42,3.85,3.97,0.58
1.46,3.869,3.97,0.53
1.44,3.862,3.98,0.55
1.45,3.865,3.98,0.54
1.45,3.865,3.98,0.54
1.26,3.759,3.99,0.92
1.46,3.869,3.99,0.53
1.41,3.847,4.0,0.59
1.44,3.862,4.0,0.55
1.25,3.789,4.0,0.79
1.48,3.881,4.0,0.5
1.25,3.768,4.01,0.88
1.25,3.766,4.01,0.89
1.42,3.854,4.02,0.57
1.24,3.784,4.03,0.81
1.45,3.873,4.05,0.52
1.24,3.752,4.05,0.95
1.24,3.784,4.05,0.81
1.24,3.761,4.05,0.91
1.46,3.877,4.05,0.51
1.23,3.761,4.06,0.91
1.43,3.862,4.06,0.55
1.38,3.837,4.06,0.62
1.24,3.791,4.06,0.78
1.23,3.78,4.06,0.83
1.37,3.834,4.07,0.63
1.36,3.822,4.07,0.67
1.23,3.761,4.08,0.91
1.22,3.768,4.08,0.88
1.37,3.831,4.09,0.64
1.36,3.828,4.09,0.65
1.34,3.806,4.09,0.72
1.27,3.806,4.09,0.72
1.26,3.806,4.09,0.72
1.37,3.834,4.1,0.63
1.32,3.795,4.12,0.76
1.3,3.795,4.12,0.76
1.23,3.795,4.12,0.76
1.33,3.806,4.12,0.72
1.26,3.806,4.12,0.72
1.25,3.806,4.12,0.72
1.35,3.825,4.12,0.66
1.21,3.775,4.12,0.85
1.21,3.759,4.14,0.92
1.35,3.828,4.14,0.65
1.34,3.822,4.15,0.67
1.2,3.75,4.16,0.96
1.3,3.793,4.17,0.77
1.28,3.793,4.17,0.77
1.21,3.793,4.17,0.77
1.19,3.775,4.18,0.85
1.33,3.822,4.18,0.67
1.31,3.8,4.18,0.74
1.25,3.8,4.18,0.74
1.23,3.8,4.18,0.74
1.38,3.854,4.21,0.57
1.32,3.822,4.21,0.67
1.31,3.809,4.21,0.71
1.28,3.791,4.22,0.78
1.26,3.791,4.22,0.78
1.2,3.791,4.22,0.78
1.19,3.745,4.22,0.98
1.19,3.784,4.23,0.81
1.3,3.803,4.23,0.73
1.28,3.789,4.23,0.79
1.27,3.789,4.23,0.79
1.19,3.789,4.23,0.79
1.28,3.789,4.23,0.79
1.27,3.789,4.23,0.79
1.19,3.789,4.23,0.79
1.37,3.85,4.24,0.58
1.43,3.881,4.24,0.5
1.3,3.809,4.24,0.71
1.18,3.78,4.24,0.83
1.32,3.825,4.25,0.66
1.3,3.813,4.25,0.7
1.19,3.732,4.25,1.04
1.36,3.85,4.26,0.58
1.3,3.819,4.28,0.68
1.17,3.743,4.29,0.99
1.33,3.837,4.3,0.62
1.26,3.789,4.3,0.79
1.23,3.789,4.3,0.79
1.18,3.789,4.3,0.79
1.3,3.819,4.31,0.68
1.16,3.75,4.31,0.96
1.34,3.844,4.31,0.6
1.28,3.803,4.31,0.73
1.32,3.834,4.31,0.63
1.29,3.819,4.32,0.68
1.27,3.806,4.33,0.72
1.29,3.819,4.33,0.68
1.28,3.809,4.33,0.71
1.38,3.865,4.34,0.54
1.32,3.834,4.34,0.63
1.32,3.834,4.34,0.63
1.15,3.773,4.35,0.86
1.15,3.759,4.35,0.92
1.29,3.819,4.36,0.68
1.33,3.844,4.36,0.6
1.3,3.828,4.36,0.65
1.14,3.748,4.37,0.97
1.14,3.759,4.37,0.92
1.14,3.759,4.37,0.92
1.34,3.85,4.37,0.58
1.14,3.75,4.38,0.96
1.29,3.822,4.38,0.67
1.31,3.834,4.38,0.63
1.37,3.865,4.39,0.54
1.24,3.793,4.39,0.77
1.18,3.793,4.39,0.77
1.17,3.793,4.39,0.77
1.41,3.885,4.39,0.49
1.14,3.752,4.39,0.95
1.36,3.862,4.4,0.55
1.14,3.777,4.4,0.84
1.3,3.831,4.41,0.64
1.23,3.789,4.42,0.79
1.18,3.789,4.42,0.79
1.16,3.789,4.42,0.79
1.24,3.795,4.42,0.76
1.14,3.777,4.42,0.84
1.31,3.841,4.43,0.61
1.13,3.768,4.43,0.88
1.14,3.777,4.43,0.84
1.31,3.841,4.43,0.61
1.24,3.795,4.43,0.76
1.26,3.809,4.43,0.71
1.24,3.803,4.44,0.73
1.26,3.816,4.44,0.69
1.34,3.858,4.44,0.56
1.13,3.739,4.44,1.01
1.29,3.828,4.44,0.65
1.21,3.782,4.44,0.82
1.19,3.782,4.44,0.82
1.14,3.782,4.44,0.82
1.14,3.727,4.44,1.06
1.34,3.854,4.45,0.57
1.23,3.793,4.45,0.77
1.23,3.795,4.45,0.76
1.13,3.775,4.45,0.85
1.23,3.793,4.45,0.77
1.25,3.813,4.46,0.7
1.28,3.825,4.46,0.66
1.14,3.72,4.46,1.09
1.22,3.793,4.47,0.77
1.2,3.78,4.47,0.83
1.18,3.78,4.47,0.83
1.13,3.78,4.47,0.83
1.22,3.793,4.47,0.77
1.27,3.822,4.48,0.67
1.26,3.822,4.49,0.67
1.29,3.834,4.49,0.63
1.26,3.822,4.49,0.67
1.12,3.773,4.49,0.86
1.26,3.819,4.49,0.68
1.32,3.85,4.5,0.58
1.11,3.77,4.5,0.87
1.11,3.764,4.5,0.9
1.1,3.755,4.5,0.94
1.22,3.795,4.51,0.76
1.21,3.789,4.51,0.79
1.25,3.816,4.51,0.69
1.1,3.757,4.51,0.93
1.22,3.795,4.51,0.76
1.11,3.764,4.51,0.9
1.19,3.78,4.52,0.83
1.16,3.78,4.52,0.83
1.12,3.78,4.52,0.83
1.2,3.789,4.52,0.79
1.21,3.795,4.52,0.76
1.3,3.844,4.52,0.6
1.21,3.791,4.52,0.78
1.31,3.847,4.52,0.59
1.19,3.782,4.53,0.82
1.15,3.782,4.53,0.82
1.13,3.782,4.53,0.82
1.21,3.791,4.53,0.78
1.11,3.768,4.53,0.88
1.1,3.761,4.53,0.91
1.2,3.789,4.53,0.79
1.1,3.766,4.54,0.89
1.1,3.768,4.54,0.88
1.19,3.782,4.54,0.82
1.14,3.782,4.54,0.82
1.12,3.782,4.54,0.82
1.18,3.777,4.54,0.84
1.16,3.777,4.54,0.84
1.11,3.777,4.54,0.84
1.22,3.8,4.54,0.74
1.17,3.775,4.54,0.85
1.16,3.775,4.54,0.85
1.11,3.775,4.54,0.85
1.21,3.798,4.54,0.75
1.24,3.813,4.55,0.7
1.18,3.777,4.55,0.84
1.15,3.777,4.55,0.84
1.11,3.777,4.55,0.84
1.32,3.854,4.56,0.57
1.28,3.834,4.56,0.63
1.19,3.784,4.57,0.81
1.13,3.784,4.57,0.81
1.12,3.784,4.57,0.81
1.19,3.791,4.58,0.78
1.26,3.825,4.58,0.66
1.1,3.77,4.58,0.87
1.19,3.791,4.59,0.78
1.2,3.795,4.59,0.76
1.26,3.828,4.59,0.65
1.24,3.819,4.61,0.68
1.24,3.819,4.61,0.68
1.26,3.828,4.61,0.65
1.22,3.809,4.61,0.71
1.15,3.77,4.61,0.87
1.14,3.77,4.61,0.87
1.09,3.77,4.61,0.87
1.08,3.764,4.62,0.9
1.2,3.8,4.62,0.74
1.18,3.789,4.62,0.79
1.2,3.8,4.62,0.74
1.08,3.761,4.62,0.91
1.16,3.78,4.63,0.83
1.11,3.78,4.63,0.83
1.1,3.78,4.63,0.83
1.21,3.803,4.63,0.73
1.08,3.764,4.64,0.9
1.18,3.791,4.64,0.78
1.18,3.791,4.65,0.78
1.23,3.816,4.65,0.69
1.15,3.775,4.65,0.85
1.12,3.775,4.65,0.85
1.09,3.775,4.65,0.85
1.22,3.813,4.65,0.7
1.15,3.775,4.65,0.85
1.12,3.775,4.65,0.85
1.09,3.775,4.65,0.85
1.19,3.798,4.65,0.75
1.16,3.777,4.65,0.84
1.11,3.777,4.65,0.84
1.1,3.777,4.65,0.84
1.19,3.8,4.66,0.74
1.22,3.813,4.66,0.7
1.17,3.786,4.67,0.8
1.07,3.766,4.67,0.89
1.18,3.791,4.67,0.78
1.22,3.816,4.68,0.69
1.18,3.795,4.68,0.76
1.17,3.791,4.68,0.78
1.2,3.809,4.7,0.71
1.22,3.816,4.7,0.69
1.15,3.78,4.71,0.83
1.23,3.822,4.71,0.67
1.2,3.806,4.71,0.72
1.18,3.8,4.72,0.74
1.13,3.773,4.73,0.86
1.09,3.773,4.73,0.86
1.08,3.773,4.73,0.86
1.22,3.819,4.73,0.68
1.22,3.819,4.74,0.68
1.11,3.766,4.74,0.89
1.1,3.766,4.74,0.89
1.06,3.766,4.74,0.89
1.17,3.8,4.78,0.74
1.18,3.803,4.78,0.73
1.2,3.813,4.78,0.7
1.17,3.803,4.81,0.73
3.79,4.079,-0.66,-0.003
3.46,4.062,-0.34,0.01
3.72,4.082,-0.27,-0.006
3.53,4.065,-0.14,0.008
3.37,4.065,-0.14,0.008
3.33,4.065,-0.14,0.008
3.12,4.019,-0.12,0.051
3.17,4.04,-0.08,0.03
3.53,4.074,-0.08,0.001
2.89,4.01,0.2,0.06
3.16,4.042,0.25,0.028
3.43,4.1,0.29,-0.02
3.22,4.074,0.38,0.001
2.8,4.017,0.7,0.053
2.8,4.021,0.71,0.049
2.63,4.01,0.96,0.06
2.69,4.036,1.04,0.034
2.22,3.941,1.12,0.17
2.39,3.983,1.29,0.098
2.34,3.971,1.33,0.116
2.31,3.972,1.41,0.115
2.25,3.975,1.56,0.11
2.16,3.959,1.67,0.136
2.14,3.954,1.68,0.143
2.15,3.96,1.71,0.134
2.02,3.927,1.85,0.2
2.02,3.927,1.86,0.201
2.05,3.944,1.86,0.164
2.0,3.928,1.91,0.198
1.87,3.894,2.14,0.276
1.8,3.896,2.33,0.27
1.91,3.947,2.33,0.156
1.58,3.847,2.49,0.398
1.69,3.868,2.58,0.342
1.67,3.865,2.61,0.35
1.59,3.865,2.85,0.351
1.58,3.854,2.85,0.38
1.58,3.842,2.85,0.414
1.49,3.842,2.85,0.414
1.48,3.842,2.85,0.414
1.58,3.862,2.87,0.36
1.57,3.862,2.9,0.36
1.56,3.893,3.17,0.278
1.41,3.825,3.34,0.47
1.41,3.825,3.35,0.469
1.2,3.778,3.6,0.645
2.92,3.694,1.06,1.01
2.56,3.727,1.08,0.84
2.41,3.74,1.15,0.77
2.9,3.688,1.17,1.04
2.05,3.813,1.28,0.45
2.52,3.704,1.42,0.96
2.64,3.69,1.46,1.03
2.4,3.704,1.59,0.96
2.36,3.699,1.71,0.985
2.06,3.969,1.86,0.06
1.73,3.8,1.94,0.49
1.68,3.823,2.01,0.415
1.67,3.806,2.07,0.47
1.66,3.813,2.08,0.45
1.62,3.831,2.16,0.39
1.63,3.806,2.16,0.47
1.61,3.811,2.19,0.455
1.59,3.819,2.22,0.43
1.58,3.822,2.26,0.42
1.57,3.806,2.3,0.47
1.57,3.816,2.3,0.44
1.56,3.833,2.32,0.385
1.54,3.819,2.37,0.43
1.54,3.822,2.38,0.42
1.53,3.822,2.39,0.42
1.51,3.834,2.51,0.38
1.49,3.822,2.55,0.42
1.48,3.822,2.56,0.42
1.47,3.825,2.62,0.41
1.58,3.841,2.67,0.36
1.5,3.841,2.67,0.36
1.48,3.841,2.67,0.36
1.4,3.819,2.81,0.43
1.45,3.816,3.02,0.44
1.41,3.816,3.02,0.44
1.34,3.816,3.02,0.44
1.46,3.834,3.04,0.38
1.44,3.831,3.08,0.39
1.37,3.825,3.3,0.41
1.35,3.813,3.34,0.45
1.35,3.816,3.34,0.44
1.34,3.822,3.4,0.42
1.31,3.819,3.51,0.43
1.27,3.803,3.57,0.48
1.25,3.816,3.74,0.44
1.21,3.803,3.88,0.48
1.21,3.809,3.89,0.46
1.18,3.822,4.34,0.42
1.06,3.775,4.43,0.6
7.38,4.212,-2.91,-0.18
7.33,4.25,-2.65,-0.21
7.78,3.616,-2.64,1.48
6.81,3.616,-2.64,1.48
6.31,3.616,-2.64,1.48
7.3,4.267,-2.23,-0.22
6.54,4.225,-2.1,-0.19
6.31,4.225,-2.1,-0.19
6.19,4.225,-2.1,-0.19
6.62,4.267,-1.71,-0.22
5.91,4.225,-1.58,-0.19
5.06,4.15,-1.54,-0.14
5.04,4.15,-1.54,-0.14
4.81,4.15,-1.54,-0.14
5.54,4.2,-1.51,-0.17
4.83,4.167,-1.15,-0.15
4.99,4.2,-0.96,-0.17
3.62,4.062,-0.83,-0.08
4.03,4.117,-0.67,-0.12
3.42,4.05,-0.65,-0.07
3.98,4.133,-0.45,-0.13
3.83,4.117,-0.42,-0.12
3.68,4.117,-0.19,-0.12
3.25,4.062,-0.03,-0.08
3.57,4.117,-0.03,-0.12
3.35,4.087,0.02,-0.1
3.5,4.117,0.1,-0.12
3.32,4.1,0.21,-0.11
3.15,4.075,0.24,-0.09
3.3,4.1,0.25,-0.11
2.97,4.05,0.33,-0.07
2.93,4.04,0.33,-0.06
3.11,4.087,0.45,-0.1
3.11,4.087,0.46,-0.1
2.95,4.062,0.49,-0.08
2.83,4.05,0.6,-0.07
2.73,4.03,0.64,-0.05
2.73,4.04,0.73,-0.06
2.54,4.0,0.8,-0.02
2.67,4.04,0.86,-0.06
-1.0,3.503,1.48,2.1
3.06,3.688,2.23,1.46
-1.0,3.582,2.64,1.95
2.12,3.914,2.67,0.59
2.1,3.914,2.67,0.59
1.98,3.914,2.67,0.59
2.5,3.688,2.93,1.46
1.98,3.905,2.97,0.61
1.87,3.905,2.97,0.61
1.86,3.905,2.97,0.61
2.44,3.69,2.99,1.45
2.05,3.969,3.16,0.48
1.89,3.9,3.17,0.62
2.2,3.7,3.18,1.4
1.7,3.837,3.19,0.79
2.15,3.664,3.2,1.58
2.16,3.664,3.2,1.58
2.07,3.664,3.2,1.58
2.06,3.712,3.26,1.34
2.24,3.682,3.27,1.49
2.19,3.694,3.3,1.43
2.0,3.664,3.41,1.58
2.01,3.664,3.41,1.58
1.94,3.664,3.41,1.58
1.79,3.896,3.42,0.63
1.77,3.873,3.45,0.69
1.67,3.873,3.45,0.69
1.66,3.873,3.45,0.69
1.93,3.664,3.52,1.58
1.94,3.664,3.52,1.58
1.88,3.664,3.52,1.58
1.4,3.642,3.54,1.69
2.06,3.68,3.55,1.5
1.73,3.881,3.57,0.67
1.01,3.621,3.59,1.79
2.04,3.69,3.6,1.45
1.99,3.678,3.65,1.51
1.68,3.892,3.75,0.64
1.92,3.682,3.79,1.49
1.64,3.873,3.8,0.69
1.59,3.837,3.9,0.79
1.54,3.837,3.9,0.79
1.48,3.837,3.9,0.79
1.61,3.873,3.91,0.69
1.44,3.819,3.95,0.85
1.69,3.918,3.95,0.58
1.56,3.831,3.99,0.81
1.52,3.831,3.99,0.81
1.44,3.831,3.99,0.81
1.41,3.806,3.99,0.89
1.55,3.862,4.04,0.72
1.55,3.862,4.06,0.72
1.53,3.831,4.07,0.81
1.46,3.831,4.07,0.81
1.43,3.831,4.07,0.81
1.53,3.847,4.07,0.76
1.56,3.877,4.08,0.68
1.57,3.892,4.19,0.64
1.51,3.869,4.25,0.7
1.47,3.822,4.26,0.84
1.39,3.822,4.26,0.84
1.36,3.822,4.26,0.84
1.31,3.789,4.31,0.96
1.31,3.775,4.32,1.02
1.31,3.795,4.32,0.93
1.49,3.865,4.32,0.71
1.46,3.85,4.33,0.75
1.29,3.77,4.38,1.04
1.42,3.828,4.39,0.82
1.28,3.768,4.4,1.05
1.45,3.858,4.41,0.73
1.28,3.782,4.41,0.99
1.4,3.806,4.42,0.89
1.37,3.806,4.42,0.89
1.29,3.806,4.42,0.89
1.26,3.766,4.49,1.06
1.36,3.8,4.5,0.91
1.35,3.8,4.5,0.91
1.26,3.8,4.5,0.91
1.38,3.825,4.51,0.83
1.4,3.847,4.54,0.76
1.23,3.775,4.56,1.02
1.35,3.806,4.56,0.89
1.29,3.806,4.56,0.89
1.26,3.806,4.56,0.89
1.23,3.78,4.57,1.0
1.23,3.752,4.6,1.12
1.21,3.768,4.62,1.05
1.32,3.795,4.63,0.93
1.3,3.795,4.63,0.93
1.23,3.795,4.63,0.93
1.21,3.764,4.63,1.07
1.22,3.791,4.63,0.95
1.21,3.757,4.63,1.1
1.26,3.723,4.65,1.25
1.21,3.764,4.65,1.07
1.21,3.752,4.66,1.12
1.2,3.768,4.68,1.05
1.19,3.773,4.69,1.03
1.2,3.741,4.72,1.17
1.22,3.727,4.72,1.23
1.18,3.755,4.76,1.11
1.18,3.745,4.77,1.15
1.17,3.761,4.78,1.08
1.17,3.777,4.78,1.01
1.17,3.777,4.8,1.01
1.16,3.741,4.83,1.17
1.14,3.757,4.87,1.1
1.16,3.727,4.88,1.23
13.13,4.3,-4.42,-0.24
10.97,4.267,-4.0,-0.22
11.52,4.3,-3.98,-0.24
10.23,4.283,-3.68,-0.23
10.17,4.325,-3.25,-0.25
9.99,4.325,-3.25,-0.25
9.71,4.325,-3.25,-0.25
8.29,4.267,-3.02,-0.22
8.78,4.3,-2.79,-0.24
8.37,4.3,-2.79,-0.24
8.28,4.3,-2.79,-0.24
7.43,4.25,-2.7,-0.21
7.81,4.267,-2.56,-0.22
7.55,4.267,-2.56,-0.22
7.39,4.267,-2.56,-0.22
7.75,4.267,-2.52,-0.22
7.45,4.267,-2.52,-0.22
7.31,4.267,-2.52,-0.22
7.17,4.238,-2.45,-0.2
7.14,4.238,-2.45,-0.2
6.84,4.238,-2.45,-0.2
9.2,4.35,-2.44,-0.26
7.11,4.267,-2.1,-0.22
7.3,4.283,-2.04,-0.23
6.73,4.25,-1.99,-0.21
6.35,4.225,-1.95,-0.19
5.99,4.225,-1.95,-0.19
5.98,4.225,-1.95,-0.19
6.51,4.25,-1.82,-0.21
6.5,4.25,-1.81,-0.21
6.3,4.238,-1.78,-0.2
6.29,4.25,-1.63,-0.21
6.23,4.25,-1.58,-0.21
6.22,4.25,-1.57,-0.21
6.16,4.25,-1.51,-0.21
5.52,4.2,-1.49,-0.17
5.23,4.183,-1.39,-0.16
5.67,4.225,-1.37,-0.19
5.33,4.2,-1.32,-0.17
5.56,4.225,-1.25,-0.19
5.27,4.212,-1.11,-0.18
5.24,4.212,-1.08,-0.18
5.03,4.2,-1.01,-0.17
4.47,4.15,-0.91,-0.14
4.76,4.183,-0.9,-0.16
4.89,4.2,-0.85,-0.17
4.96,4.212,-0.75,-0.18
4.77,4.2,-0.68,-0.17
4.14,4.133,-0.67,-0.13
4.14,4.133,-0.67,-0.13
4.84,4.212,-0.58,-0.18
4.06,4.133,-0.56,-0.13
3.89,4.117,-0.5,-0.12
4.28,4.167,-0.48,-0.15
4.1,4.15,-0.43,-0.14
3.77,4.117,-0.33,-0.12
4.18,4.167,-0.32,-0.15
4.49,4.2,-0.27,-0.17
3.47,4.075,-0.26,-0.09
4.1,4.167,-0.19,-0.15
3.48,4.087,-0.18,-0.1
3.89,4.15,-0.1,-0.14
3.72,4.133,-0.05,-0.13
3.69,4.133,0.0,-0.13
3.52,4.117,0.07,-0.12
3.5,4.117,0.11,-0.12
2.99,4.05,0.3,-0.07
3.39,4.117,0.3,-0.12
3.07,4.075,0.38,-0.09
3.03,4.075,0.46,-0.09
2.97,4.075,0.6,-0.09
3.02,4.087,0.64,-0.1
2.86,4.062,0.69,-0.08
2.92,4.075,0.7,-0.09
3.57,4.167,0.71,-0.15
2.8,4.062,0.82,-0.08
2.73,4.05,0.84,-0.07
2.78,4.062,0.87,-0.08
2.64,4.04,0.94,-0.06
2.73,4.062,0.98,-0.08
2.66,4.05,1.01,-0.07
2.56,4.05,1.27,-0.07
5.85,3.743,-2.16,0.95
5.05,3.743,-2.16,0.95
4.81,3.743,-2.16,0.95
3.44,3.625,0.03,1.41
3.42,3.625,0.03,1.41
3.09,3.625,0.03,1.41
-1.0,3.44,0.05,1.79
1.9,3.588,0.51,1.57
2.68,3.771,0.76,0.68
3.08,3.672,1.08,1.18
2.14,3.888,1.16,0.29
2.84,3.66,1.24,1.24
2.81,3.66,1.24,1.24
2.67,3.66,1.24,1.24
2.27,3.64,1.41,1.34
2.27,3.64,1.41,1.34
2.24,3.64,1.41,1.34
1.52,3.613,1.45,1.47
2.57,3.658,1.47,1.25
2.56,3.658,1.47,1.25
2.42,3.658,1.47,1.25
2.68,3.668,1.53,1.2
2.63,3.668,1.53,1.2
2.63,3.668,1.53,1.2
2.7,3.672,1.53,1.18
2.15,3.64,1.56,1.34
2.15,3.64,1.56,1.34
2.14,3.64,1.56,1.34
2.33,3.652,1.61,1.28
2.33,3.652,1.61,1.28
2.25,3.652,1.61,1.28
2.38,3.662,1.78,1.23
2.38,3.662,1.78,1.23
2.27,3.662,1.78,1.23
2.48,3.674,1.82,1.17
-1.0,3.574,1.86,1.62
1.96,3.65,2.05,1.29
1.96,3.65,2.05,1.29
1.94,3.65,2.05,1.29
2.19,3.664,2.07,1.22
2.19,3.664,2.07,1.22
2.1,3.664,2.07,1.22
2.32,3.69,2.08,1.09
2.13,3.702,2.19,1.03
1.49,3.644,2.37,1.32
1.76,3.742,2.38,0.81
1.63,3.77,2.44,0.68
1.6,3.789,2.45,0.6
1.98,3.67,2.49,1.19
1.99,3.67,2.49,1.19
1.94,3.67,2.49,1.19
1.55,3.809,2.52,0.52
2.0,3.68,2.56,1.14
1.53,3.831,2.62,0.45
1.84,3.706,2.63,1.01
1.87,3.672,2.7,1.18
1.88,3.672,2.7,1.18
1.84,3.672,2.7,1.18
1.78,3.708,2.72,1.0
1.76,3.709,2.74,0.99
1.47,3.791,2.76,0.59
1.88,3.686,2.78,1.11
1.48,3.766,2.8,0.7
1.66,3.71,2.92,0.98
1.76,3.676,2.96,1.16
1.76,3.676,2.96,1.16
1.76,3.676,2.96,1.16
1.39,3.766,3.02,0.7
1.52,3.825,3.03,0.47
1.47,3.825,3.03,0.47
1.4,3.825,3.03,0.47
1.52,3.828,3.03,0.46
1.45,3.828,3.03,0.46
1.41,3.828,3.03,0.46
1.41,3.745,3.04,0.79
1.51,3.816,3.05,0.5
1.51,3.816,3.05,0.5
1.38,3.816,3.05,0.5
1.65,3.67,3.06,1.19
1.65,3.67,3.06,1.19
1.62,3.67,3.06,1.19
1.73,3.69,3.07,1.09
1.33,3.77,3.19,0.68
1.67,3.686,3.19,1.11
1.47,3.715,3.26,0.94
1.63,3.684,3.27,1.12
1.3,3.75,3.31,0.77
1.28,3.8,3.35,0.55
1.41,3.828,3.36,0.46
1.56,3.693,3.38,1.07
1.24,3.658,3.42,1.25
1.25,3.789,3.43,0.6
1.31,3.726,3.43,0.88
1.25,3.775,3.43,0.66
1.51,3.9,3.45,0.26
1.5,3.676,3.47,1.16
1.5,3.676,3.47,1.16
1.48,3.676,3.47,1.16
1.42,3.672,3.53,1.18
1.42,3.672,3.53,1.18
1.4,3.672,3.53,1.18
1.22,3.764,3.54,0.71
1.41,3.697,3.59,1.04
1.48,3.687,3.59,1.1
1.21,3.789,3.6,0.6
1.44,3.678,3.62,1.15
1.45,3.678,3.62,1.15
1.44,3.678,3.62,1.15
1.19,3.764,3.64,0.71
1.28,3.791,3.67,0.59
1.25,3.791,3.67,0.59
1.2,3.791,3.67,0.59
1.2,3.73,3.68,0.86
1.29,3.803,3.7,0.54
1.16,3.764,3.72,0.71
1.4,3.69,3.72,1.08
1.16,3.752,3.73,0.76
1.37,3.678,3.76,1.15
1.38,3.678,3.76,1.15
1.37,3.678,3.76,1.15
1.15,3.775,3.8,0.66
1.26,3.702,3.8,1.0
1.29,3.825,3.8,0.47
1.27,3.816,3.82,0.5
1.13,3.75,3.83,0.77
1.33,3.847,3.83,0.4
1.11,3.755,3.9,0.75
1.12,3.77,3.92,0.68
1.11,3.77,3.93,0.68
1.25,3.816,3.96,0.5
1.11,3.773,3.96,0.67
1.09,3.755,3.99,0.75
1.17,3.777,3.99,0.65
1.15,3.777,3.99,0.65
1.11,3.777,3.99,0.65
1.16,3.705,4.0,0.98
1.09,3.764,4.01,0.71
1.08,3.752,4.01,0.76
1.08,3.752,4.02,0.76
1.2,3.795,4.02,0.57
1.16,3.773,4.03,0.67
1.14,3.773,4.03,0.67
1.09,3.773,4.03,0.67
1.08,3.761,4.03,0.72
1.09,3.766,4.04,0.7
1.08,3.764,4.05,0.71
1.07,3.748,4.05,0.78
1.16,3.777,4.07,0.65
1.12,3.777,4.07,0.65
1.1,3.777,4.07,0.65
1.07,3.757,4.08,0.74
1.07,3.757,4.08,0.74
1.07,3.761,4.09,0.72
1.07,3.766,4.1,0.7
1.19,3.8,4.1,0.55
1.15,3.777,4.11,0.65
1.1,3.777,4.11,0.65
1.09,3.777,4.11,0.65
1.14,3.775,4.12,0.66
1.1,3.775,4.12,0.66
1.09,3.775,4.12,0.66
1.14,3.773,4.13,0.67
1.1,3.773,4.13,0.67
1.08,3.773,4.13,0.67
1.14,3.773,4.13,0.67
1.1,3.773,4.13,0.67
1.08,3.773,4.13,0.67
1.06,3.759,4.13,0.73
1.2,3.806,4.13,0.53
1.12,3.766,4.14,0.7
1.11,3.766,4.14,0.7
1.06,3.766,4.14,0.7
1.06,3.761,4.14,0.72
1.13,3.77,4.15,0.68
1.1,3.77,4.15,0.68
1.07,3.77,4.15,0.68
1.05,3.755,4.16,0.75
